decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,gender,tier,fam_inc_1.0,fam_inc_2.0,fam_inc_3.0,fam_inc_4.0,fam_inc_5.0,race_Non-White,race_White,target
0.5555555555555556,0.5555555555555556,0.7027027027027026,0.5606078629965547,0.5242424242424243,0.6521739130434783,1.0,1.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,2.5621726962299363e-12,0
0.6281662825597477,0.6663142852115234,0.695158338128965,0.9565217391304349,0.5782715309987414,0.705595388888249,0.0,0.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3842486777784203,0.3613706719505627,0.6493043519097177,0.6480415483909063,0.4739396652407245,0.6114041826883755,0.0,0.5360761071167952,0.6000000000000001,0.0,2.0872192862952943e-13,1.0,0.0,0.0,1.0,2.228217610422689e-12,0
0.5988384705619442,0.6040972567910168,0.6486486486486487,0.8695652173913045,0.5640425841491916,0.6852727069240161,0.0,1.0,0.4000000000000001,0.0,0.0,1.0,1.8207657603852567e-13,0.0,0.0,1.0,0
0.36790205637452855,0.3274173822938171,0.6458919623555333,0.5652173913043478,0.4661205796702268,0.6002971482700046,0.0,1.0,0.5810749027690563,0.0,0.0,1.0,0.0,0.0,1.0,2.2035706592760107e-12,0
1.0,0.8699475091112685,0.7502478279377203,0.6956521739130436,0.7151515151515152,0.760338584516518,0.0,0.5928442319559809,0.8,-0.1042475009061885,0.0,1.0,0.10424750090596069,0.0,1.0,2.5481838861196593e-12,0
1.0,0.7777777777777777,0.5945945945945945,0.6086956521739132,0.7090909090909091,0.7229524772497473,0.18209917463300404,0.0,0.4384780437182738,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.5053826872279092,0.504889818827027,0.6081081081081081,0.66581019246712,0.5230089661127554,0.6535979554099678,0.10008965233342271,0.6080537289439878,0.486967596372078,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999997542,0
0.2222222222222222,0.29770106854736644,0.6511109595754766,0.6086956521739132,0.4424242424242424,0.6054304122491665,0.0,0.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.4410572116962792,0.42980657826079605,0.6181716289449988,0.8260869565217394,0.4989939120986919,0.6320740536155374,0.0,1.0,0.4000000000000001,1.0,-0.2759150298827554,0.0,0.2759150298849873,0.0,1.0,2.148503597254603e-12,0
0.7777777777777777,0.6666666666666665,0.9189189189189189,0.7391304347826088,0.6121212121212121,0.7067745197168858,0.0,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,2.042810365310288e-13,0.0,1.0,1
0.5555555555555556,0.5601212235690269,0.6756756756756757,0.782608695652174,0.5257575757575758,0.6642418201178326,0.0,0.0,0.6000000000000001,0.0,-0.30147819037916046,1.0,0.30147819037912194,0.0,0.0,1.0,0
0.3333333333333333,0.4444444444444445,0.7432432432432432,0.9565217391304349,0.4590909090909091,0.6481294236602629,0.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1.0,1.0,0.7162162162162162,1.0,1.034848484848485,1.056622851365015,0.0,1.0,1.0000000000000002,0.0,0.0,1.0,-0.07583238632174094,0.07583238632185574,0.0,1.0,1
0.5555555555555556,0.5555555555555556,0.972972972972973,0.782608695652174,0.5303030303030303,0.6592517694641052,0.0,0.0,0.8,0.0,6.107336858462986e-13,0.0,0.0,1.0,0.0,1.0,1
1.0,1.0,0.5945945945945945,0.5652173913043478,0.7575757575757576,0.8473205257836198,0.1643953481322655,1.0,0.6000000000000001,0.0,0.0,2.0516921495072893e-13,1.0,0.0,1.8895995879120164e-13,1.0,1
0.2222222222222222,0.3333333333333333,0.6756756756756757,0.6521739130434784,0.43636363636363634,0.6046511627906977,0.0,0.0,0.6000000000000001,0.0,-0.30550402550343103,1.0,0.30550402550337796,0.0,0.0,1.0,1
0.5555555555555556,0.6666666666666665,0.5717284346822353,0.5798721413259864,0.5196969696969697,0.679474216380182,1.0,0.47874436858300995,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,2.4000801346346634e-12,1
0.8888888888888888,0.7777777777777777,0.8108108108108107,0.6521739130434784,0.6651515151515152,0.7391304347826088,0.0,1.0,0.4000000000000001,0.0,9.403589018575076e-14,0.0,1.0,0.0,0.0,1.0,1
0.3646394733654451,0.35461844638920903,0.6216216216216217,0.6606886715913536,0.46598695456618044,0.6098746610813366,0.09399317394849614,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,-8.815170815523743e-14,1.0,2.176703262080082e-12,1
1.0,0.8888888888888888,0.7510865789803037,0.6565301306414304,0.7621212121212121,0.7583417593528817,1.0,1.0,0.5953923784422354,5.870859354217828e-13,0.0,0.0,0.0,1.0,-9.792167077193881e-14,1.0,1
0.34325485464317773,0.3333333333333333,0.5998332622361304,0.8695652173913045,0.4610313712747094,0.6086956521739131,0.0,0.0,0.4000000000000001,2.9687363678476686e-13,0.0,1.0,0.0,0.0,1.0,2.361222328772783e-12,1
0.8888888888888888,0.8888888888888888,0.6486486486486487,0.7391304347826088,0.6651515151515152,0.7755308392315471,0.0,0.0,0.4000000000000001,0.0,0.0,1.0,2.1671553440683056e-13,0.0,0.0,1.0,1
0.5555555555555556,0.4444444444444445,0.6486486486486487,0.5652173913043478,0.5348484848484848,0.6450960566228514,1.0,0.6381339911972133,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.4444444444444445,0.5555555555555556,0.7027027027027026,0.8260869565217394,0.5045454545454545,0.6713852376137514,0.09011985045817997,0.5347600367219403,0.5866022923484812,6.661338147750939e-14,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3731397860983322,0.3333333333333333,0.7837837837837838,0.7391304347826088,0.46580821634696723,0.5995955510616785,0.0297524090714828,1.0,0.6000000000000001,-0.03215508012111057,0.03436934822768023,0.0,1.0,-0.002214268106484285,0.0,1.0,1
0.8888888888888888,0.6666666666666665,0.8108108108108107,0.6521739130434784,0.6545454545454545,0.6946410515672397,0.0,0.0,0.8,0.0,0.0,1.0,-0.0821277235001816,0.08212772350029918,0.0,1.0,1
0.5555555555555556,0.5555555555555556,0.7013700191165253,0.782608695652174,0.543939393939394,0.6572295247724975,0.04261537586513656,1.0,0.4000000000000001,0.0,0.0,0.0,1.0,0.0,-2.6423307986078726e-14,1.0,1
0.2222222222222222,0.2983476097874749,0.8378378378378377,0.6368447383230711,0.4212121212121212,0.5965766303913569,0.0,1.0,0.4000000000000001,0.0,0.0,0.0,1.0,0.0,-6.661338147750939e-16,1.0,1
0.2222222222222222,0.5555555555555556,0.6486486486486487,0.7674299244805765,0.4196969696969697,0.6653185035389283,0.0,0.0,0.8,0.0,0.0,0.0,1.0,1.1235457009206584e-13,0.0,1.0,1
0.6666666666666665,0.5555555555555556,0.6486486486486487,0.6730191738431838,0.5878787878787879,0.6744186046511629,0.0,1.0,0.4000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.5768254287222964,0.5827913258403181,0.7027027027027026,0.7391304347826088,0.5547799780606042,0.6785958529342682,0.0,0.6002171346804617,0.4000000000000001,0.0,0.0,1.0,2.007283228522283e-13,0.0,0.0,1.0,1
0.7777777777777777,0.5555555555555556,0.8378378378378377,0.9565217391304349,0.6257575757575757,0.6754297269969667,-0.019115848910366995,1.0,0.8,0.0,-0.27135100091317266,0.27135100091351283,0.0,1.0,0.0,1.0,1
0.2222222222222222,0.2574948143175444,0.6409987646301347,0.655484337292072,0.4424242424242424,0.5940318327179349,0.0767342086987214,0.0,0.6158532930234125,0.0,-0.27197771868160714,1.0,0.2719777186814043,0.0,1.0,2.1938006966593093e-12,1
1.0,1.0,0.8108108108108107,0.724558612942984,0.7151515151515152,0.8088978766430739,0.0,1.0,0.4000000000000001,0.0,0.0,1.0,0.0,1.836308882730009e-13,1.176836406102666e-13,1.0,1
0.5791313260307248,0.5690539306033093,0.8108108108108107,0.6086956521739132,0.5555083099360416,0.6733115717593943,0.0,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.5555555555555556,0.2222222222222222,0.7027027027027026,0.6585791921751849,0.5348484848484848,0.5884732052578363,0.07733118379123743,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.5466290130448183,0.541428556526171,0.7567567567567568,0.6521739130434784,0.5418411464276054,0.665650832220996,0.0,0.6648213843225543,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.5555555555555556,0.6666666666666665,0.6486486486486487,0.6697135438635446,0.5303030303030303,0.705763397371082,0.08922800033601082,0.59425112236642,0.4000000000000001,9.814371537686384e-14,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.8378378378378377,1.0,0.7924242424242425,0.8665318503538928,0.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.3167245072054357e-13,1.0,1
0.5463733203674007,0.5555555555555556,0.6216216216216217,0.6956521739130436,0.5463224008586588,0.6764408493427705,1.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.0,4.2787995369053533e-13,0.0,1.0,1
0.2222222222222222,0.22912359470160126,0.6216216216216217,0.5217391304347826,0.40514807001056663,0.5694615025149421,0.07785622188231228,0.7045758666142472,0.6000000000000001,0.0,6.422640197456531e-13,0.0,0.0,1.0,0.2422230689893593,0.7577769310108413,1
0.7777777777777777,0.6666666666666665,0.7567567567567568,0.5217391304347826,0.6045454545454545,0.7017189079878666,0.0,1.0,0.4000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.5555555555555556,0.6666666666666665,0.6081081081081081,0.6956521739130436,0.5318181818181819,0.692618806875632,0.0,1.0,0.6000000000000001,-0.13760012770798902,0.0,1.0,0.13760012770779784,0.0,0.0,1.0,1
0.8888888888888888,0.7777777777777777,0.5945945945945945,0.6865613015101588,0.6651515151515152,0.7168857431749243,0.0,1.0,0.4467926887144199,0.0,0.0,1.0,0.0,0.0,8.637535131583718e-14,1.0,1
0.7777777777777777,0.5555555555555556,0.6486486486486487,0.6086956521739132,0.6196969696969696,0.6612740141557129,0.0,1.0,0.6000000000000001,0.0,1.0458300891968975e-13,1.0,0.0,0.0,0.0,1.0,1
0.3333333333333333,0.2222222222222222,0.6297201230202243,0.5217391304347826,0.48636363636363633,0.5763397371081902,0.0,0.6249226968491601,0.565697801324932,-0.09656225783413275,1.0,0.0,0.09656225783422012,0.0,1.0,1.9526602557107253e-12,1
0.8888888888888888,0.6666666666666665,0.7027027027027026,0.8260869565217394,0.6393939393939394,0.6986855409504551,0.0,1.0,0.4000000000000001,1.0,0.0,0.0,0.0,0.0,3.3151259515307174e-13,1.0,1
0.3333333333333333,0.5555555555555556,0.7297297297297298,0.7391304347826088,0.4803030303030303,0.6693629929221436,0.0,0.5707846763807454,0.4000000000000001,0.0,0.0,1.6009416015094757e-13,1.0,0.0,-5.6621374255882984e-14,1.0,1
1.0,1.0,0.7348634886784458,0.7391304347826088,0.7560606060606061,0.8109201213346815,1.0,1.0,0.559693558739735,0.0,0.0,1.0,0.0,0.0,1.7763568394002505e-14,1.0,1
0.5555555555555556,0.4444444444444445,0.7837837837837838,0.5217391304347826,0.5348484848484848,0.634984833164813,0.0,1.0,0.6000000000000001,0.0,-0.3067546948453669,1.0,0.30675469484535833,0.0,0.0,1.0,1
1.0,1.0,0.7162162162162162,0.8695652173913045,0.8196969696969697,0.8361981799797776,0.0,0.5653615490149024,0.6000000000000001,0.00795813297725001,0.0,0.0,1.0,-0.007958132977113674,0.0,1.0,1
0.5555555555555556,0.7777777777777777,0.7297297297297298,0.6086956521739132,0.5424242424242425,0.7249747219413549,0.0,0.6430760300960698,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.4444444444444445,0.4444444444444445,0.7174278735569232,0.6956521739130436,0.5015151515151515,0.6268958543983822,0.0,1.0,0.5578493801810426,0.0,0.022383364782850967,1.0,0.0,-0.02238336478265146,6.905587213168474e-14,1.0,1
0.8888888888888888,0.7777777777777777,0.8108108108108107,0.6086956521739132,0.6803030303030303,0.7330637007077857,0.0,1.0,0.5791823317868523,0.0,8.01581023779363e-14,0.0,1.0,0.0,0.0,1.0,1
0.6666666666666665,0.5555555555555556,0.6486486486486487,0.8260869565217394,0.5515151515151515,0.6622851365015168,0.0,0.0,0.5628084485734135,1.0347278589506459e-13,0.0,0.0,1.0,0.0,0.0,1.0,1
0.4444444444444445,0.473579975752876,0.6216216216216217,0.8260869565217394,0.5151515151515151,0.650866546714312,0.0,1.0,0.6000000000000001,0.009370527380852867,0.0,0.0,1.0,-0.0093705273807283,0.0,1.0,1
0.3333333333333333,0.2222222222222222,0.6216216216216217,0.6956521739130436,0.4575757575757576,0.5894843276036401,0.0,1.0,0.6000000000000001,-0.1747158372608597,-0.1625661223506928,1.0,0.3372819596110934,0.0,0.0,1.0,1
0.6666666666666665,0.7777777777777777,0.6216216216216217,0.5217391304347826,0.5651515151515152,0.7280080889787665,0.0,1.0,0.40824184773645594,6.106226635438361e-14,0.0,1.0,0.0,0.0,0.0,1.0,1
0.8888888888888888,0.7777777777777777,0.7783418838564051,0.6999704625006258,0.6742424242424243,0.7087967644084935,0.0,0.7529801124431335,0.6193372795884359,0.0,0.0,0.0,5.730971253115058e-13,1.0,6.439293542825908e-15,1.0,1
0.4444444444444445,0.3333333333333333,0.6756756756756757,0.8260869565217394,0.49242424242424243,0.6086956521739131,0.0,1.0,0.4000000000000001,0.0,0.0,1.0,1.694200335577989e-13,0.0,7.349676423018536e-14,1.0,1
0.3333333333333333,0.2222222222222222,0.6756756756756757,0.6956521739130436,0.46818181818181814,0.5682507583417594,1.0,1.0,0.8,1.0,0.0,0.0,2.5901503164504902e-12,0.0,0.0,1.0,1
0.8888888888888888,1.0,0.7027027027027026,1.0,0.6924242424242424,0.7846309403437817,0.08951798994421561,1.0,1.0000000000000002,0.0,0.0,1.0,0.0,1.4765966227514582e-13,0.0,1.0,1
0.4444444444444445,0.2222222222222222,0.8108108108108107,0.6956521739130436,0.48333333333333334,0.5733063700707786,0.08172399099828345,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
