0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,target
1.0,0.0,0.101683468829761,0.109039750965756,0.1390277181393983,0.1203748590586081,0.1311110899555826,0.1180829837887637,0.1407301838446782,0.1783928518810726,0.0950247145165828,0.0277240684883111,0.0011450290563385,0.0007474703522554,0.0007503231798505,0.0012709151534875,0.7458281153413352,0.2528969135400113,1.0,0
1.0,0.0,0.1212120789715975,0.1292888401184583,0.1390277181393983,0.1083252030616606,0.1055555404444638,0.1040843046724546,0.1677858771009244,0.2566000968483483,0.0537038801782825,0.0069284541767136,0.0002398587594938,0.000425025755369,0.0007464979278502,0.00126443585115,0.6555396359401054,0.7541533328474055,1.0,0
1.0,0.0,0.492255671666491,0.4937724448671011,0.5877031834416783,0.542112818951771,0.5016665578668059,0.3840578869986368,0.16128180572,0.3110483728693992,0.2525467532163267,0.185575127513219,0.085661410815303,0.0406460961421999,0.0079980281447384,0.0025087858650541,0.7063854012726775,0.5749888022490339,0.0,1
1.0,0.0,0.4239055361700632,0.4229006328326428,0.5149449998791464,0.4939141949639808,0.4505554588445681,0.3560605287660187,0.1080849976030089,0.1870906815355009,0.1767528207217976,0.116993963148045,0.0516382170410106,0.0296672986518601,0.0014637326778985,0.0004959905939305,0.7151188930327813,0.4196285594674634,0.0,0
1.0,0.0,0.3164981803899625,0.3317797316454821,0.4058077245353485,0.3854672909914533,0.3994443598223305,0.3000658123007822,0.0303857241136094,0.0588842232309086,0.4974815083469731,0.4693242701443657,0.3959814991629421,0.4534481231921612,0.0,0.0,0.7327070290287052,0.5187980355619359,0.0,1
1.0,0.0,0.3164981803899625,0.3216551870691309,0.3694286327540826,0.3854672909914533,0.3738888103112116,0.3280631705334004,0.066152658260025,0.0376567075186944,0.0320472693612437,0.0103921849047337,0.4110811887258886,0.0,0.0,0.0,0.5635889656803111,0.554583513783683,1.0,1
1.0,0.0,0.1700336043261888,0.1799115630002142,0.2239122656290188,0.2167721070341881,0.2205555132444985,0.146080342021382,0.4208165888679338,0.0659352087578304,0.0177686105572035,0.4736531264616038,0.4797578781243264,0.0,0.5103865601335168,0.0,0.7615191798280743,0.6995096190212666,0.0,1
1.0,0.0,0.2558808358990799,0.1305273041214279,0.3665485173418257,0.6677182407174844,0.2508280535070201,0.3138383194088475,0.039572797000036,0.0709201027200399,0.0090640782452192,0.0036866151322719,0.0,0.41432296938771,0.6338683744988441,0.0,0.9373887612980306,0.7751874034566983,1.0,0
1.0,0.0,0.101683468829761,0.0989152063894048,0.0905222624310436,0.0721762350708181,0.0672222161777855,0.0620882673235273,0.1988850014697671,0.2532966586529351,0.1137194102277912,0.017070907949789,0.0,0.0,0.0,0.0,0.5495600920521361,0.4422471498360843,0.0,1
1.0,0.0,0.6582488578721011,0.6456406135123688,0.7574722784209195,0.7469569708998786,0.7188887287113161,0.5800393946269644,0.0446352701014007,0.0781461976958526,0.5818875989867666,0.0017291250743164,0.0014371859978281,0.5495966804440617,0.5330955352693796,0.0,0.8592635002193014,0.3557589902588167,0.0,1
