V1,V2,V3,V4,target
0.17224649,0.092539065,0.09506013,0.36364564,2
0.17250249,0.09208451,0.094500385,0.36409825,2
0.17277089,0.09254316,0.09570923,0.3635117,2
0.17273465,0.09255664,0.09523074,0.36354965,2
0.1720697,0.09256917,0.09417526,0.36432472,1
0.17267364,0.092612036,0.09550199,0.36310032,1
0.17240031,0.09177552,0.09506682,0.36370057,2
0.17193231,0.093152024,0.09532972,0.3636003,1
0.17276607,0.09237579,0.09561847,0.36412865,2
0.17226397,0.09227042,0.09570588,0.36384544,2
0.17257407,0.09197944,0.094887644,0.3637769,1
0.17248884,0.09185711,0.094953455,0.36381602,1
0.1724794,0.092384666,0.09595685,0.36356235,2
0.17235853,0.09290317,0.09532456,0.3640444,1
0.17264564,0.09251991,0.094878964,0.36343166,2
0.17259492,0.09270017,0.09510512,0.3647904,2
0.17146365,0.09227962,0.09430838,0.36294183,2
0.17167495,0.092439495,0.09509697,0.36385736,2
0.17256302,0.09267114,0.09562437,0.36300042,2
0.17257056,0.0921055,0.09493197,0.36434242,2
0.17223486,0.09285146,0.09439156,0.36389753,2
0.17165244,0.09230177,0.094658,0.36315754,1
0.1725564,0.09207229,0.095604144,0.3636212,2
0.1725767,0.09266749,0.094480805,0.363306,2
0.1724098,0.09269601,0.09415437,0.36397147,1
0.17291257,0.092531346,0.095761925,0.3635966,1
0.17259197,0.092368454,0.09517282,0.36378863,1
0.17213142,0.093066394,0.09558767,0.36258453,2
0.17238782,0.0925222,0.09456847,0.36378685,2
0.17257202,0.09204716,0.095240094,0.3633593,1
0.17194779,0.092222564,0.095038064,0.36428547,1
0.1726868,0.09237131,0.09591366,0.36304367,2
0.1725562,0.09199442,0.095746495,0.36399513,2
0.17246005,0.09255479,0.09510489,0.36403435,2
0.17216799,0.09281821,0.09427784,0.36372015,1
0.17259485,0.09207666,0.09463557,0.36414337,2
0.1725808,0.092099845,0.09491603,0.3636921,2
0.1727642,0.09248219,0.09559794,0.3633723,2
0.17294806,0.092363276,0.09591033,0.36298117,2
0.1725155,0.09183126,0.09458819,0.3631693,2
0.17268273,0.09239668,0.09548949,0.36425805,2
0.17281483,0.09205785,0.09509996,0.36296183,1
0.17220731,0.092541076,0.09527669,0.36379418,2
