Att1,Att2,Att3,Att4,Att5,target
0.46047023,0.5277081,0.63896257,0.5438329,0.46390283,1
0.46028674,0.5279051,0.63852227,0.5433411,0.46373162,1
0.46013212,0.5280458,0.638376,0.54321516,0.46371487,0
0.46020976,0.5280339,0.63792914,0.542611,0.4634285,0
0.46084988,0.5274316,0.63871425,0.54336303,0.46359986,1
0.45966232,0.5286026,0.6367824,0.5413597,0.46301365,1
0.46031874,0.5279464,0.6379294,0.54256797,0.46338212,0
0.4595491,0.52864933,0.63717437,0.5419071,0.4632837,1
0.4598042,0.5285004,0.6366796,0.54117143,0.4628949,0
0.45876756,0.5295235,0.6349819,0.53941196,0.4623791,1
0.46056873,0.5276886,0.63843626,0.5431184,0.46356246,1
0.46049064,0.52780086,0.637997,0.5425862,0.463347,1
0.45872954,0.5294627,0.6357932,0.54046524,0.46285325,1
0.4594934,0.5287101,0.63703114,0.5417457,0.4632264,1
0.4604851,0.5277716,0.6382959,0.5429717,0.46351862,1
0.4604161,0.5277746,0.6387587,0.5435928,0.46381032,0
0.45939696,0.52882975,0.6366564,0.5413041,0.4630558,0
0.45978805,0.5284653,0.63710564,0.5417236,0.46314266,1
0.4598787,0.5284117,0.6369358,0.54147,0.4630079,1
0.45889804,0.5293298,0.6357726,0.54037154,0.46276963,1
0.4598371,0.52839375,0.6373912,0.5420701,0.46328327,1
0.4595667,0.52874845,0.6361695,0.5406128,0.4627081,0
0.45966005,0.5285624,0.6371548,0.5418377,0.4632252,0
0.45971787,0.5285097,0.6372112,0.5418869,0.4632324,0
0.4605458,0.5277532,0.6380272,0.5426029,0.4633405,1
0.45900294,0.52921224,0.6360687,0.5407088,0.46289203,1
0.46017823,0.5280175,0.63846105,0.54303104,0.463345,0
0.45963204,0.52859503,0.6370655,0.5417345,0.46318662,0
0.4609914,0.5272585,0.6392402,0.5439817,0.46383762,0
0.45982817,0.5284959,0.636549,0.54099464,0.46281084,1
0.46078563,0.52747154,0.63881683,0.5435203,0.46368545,0
0.46035904,0.5278219,0.63874507,0.5435982,0.463827,1
0.459908,0.52833885,0.6373734,0.542019,0.46324292,0
0.45902526,0.52920806,0.63594633,0.54054326,0.46281338,0
0.46009508,0.5281568,0.6376563,0.54230696,0.46332306,1
0.45870286,0.5294872,0.63576555,0.54044056,0.46284908,1
0.4604864,0.5277392,0.6385727,0.54332614,0.46367484,1
0.46017054,0.5281541,0.6371438,0.54162,0.46300086,0
0.4592347,0.52896214,0.6366374,0.54134446,0.46311435,0
0.45986772,0.5283925,0.6371844,0.54179287,0.46315318,1
0.45953044,0.52872634,0.6366239,0.5412092,0.46298036,1
0.46053967,0.5277296,0.6382795,0.5429289,0.46348602,1
0.4590633,0.529178,0.6359425,0.5405231,0.46279493,1
0.45932248,0.5287866,0.63756955,0.54250383,0.4636041,0
0.45885712,0.52927893,0.63651556,0.5413391,0.46320683,0
0.46077365,0.5275075,0.6385837,0.5432259,0.4635584,0
0.46058875,0.527671,0.63854176,0.54309034,0.4633884,0
0.45974723,0.52857304,0.63644105,0.54088855,0.4627844,0
0.46040243,0.5278444,0.6382377,0.54293,0.463521,0
0.46045005,0.5277584,0.63866085,0.5434538,0.46374038,0
0.46075797,0.52747184,0.63901025,0.5437795,0.4638069,0
0.46003935,0.528175,0.63789123,0.5426305,0.4634799,0
0.45961127,0.52865165,0.6367107,0.54128826,0.4629949,0
0.4588288,0.52930856,0.63645387,0.5412714,0.46318406,0
0.45958087,0.5286172,0.6372328,0.5419693,0.46330315,0
0.45998928,0.528195,0.6380687,0.5428779,0.46360177,0
0.4597998,0.5284274,0.63735753,0.54204184,0.46328017,1
0.45970148,0.5285405,0.6370546,0.5416928,0.46315083,0
0.45938456,0.5287687,0.63728595,0.54211557,0.4634171,1
0.46005476,0.52814835,0.6380173,0.54278594,0.4635447,0
0.45930713,0.5289348,0.63636464,0.5409663,0.46292925,0
0.4603929,0.5278492,0.6382638,0.54296726,0.46353984,1
0.4593258,0.52892745,0.63629675,0.540872,0.46288294,1
0.46014768,0.52811223,0.637677,0.5423127,0.46331233,1
0.46009648,0.52816415,0.6375805,0.5422093,0.46327958,0
0.46031934,0.52795357,0.6378619,0.54248124,0.46334368,0
0.46029112,0.5279962,0.63768566,0.5422665,0.46325594,0
0.4596308,0.52864563,0.6366257,0.5411716,0.46293852,0
0.46030465,0.52798015,0.6377319,0.5423204,0.46327636,0
0.45967796,0.5285725,0.6369384,0.54155326,0.4630951,1
0.4597026,0.52844965,0.63785166,0.5427139,0.46360135,0
0.4593215,0.52886766,0.6368578,0.5415923,0.46320188,0
0.46021473,0.52800095,0.63818556,0.54293793,0.46357167,1
0.4592077,0.5290123,0.6363845,0.54103136,0.46298292,0
0.4602473,0.52798796,0.6380695,0.54277617,0.46349198,0
0.4593146,0.52893746,0.6362875,0.5408645,0.46288243,1
0.4601124,0.528186,0.6372745,0.5418108,0.46309963,1
0.45943153,0.52876985,0.6369422,0.5416565,0.4632026,0
0.4607527,0.5275318,0.63851786,0.5431499,0.46353006,0
0.4606772,0.52751046,0.639242,0.5441091,0.46397284,1
0.46048263,0.5278122,0.63840973,0.5423475,0.4624667,1
0.45949903,0.5286996,0.63708466,0.541812,0.4632543,0
0.45984462,0.52837926,0.6374654,0.54216224,0.46332207,1
0.45995632,0.5282412,0.6378947,0.54266787,0.4635173,0
0.46052632,0.52775913,0.6381128,0.5427203,0.46339726,0
0.45998853,0.52823794,0.63786656,0.54232824,0.46306625,1
0.46027192,0.5280038,0.6377541,0.5423618,0.46330285,0
0.4596875,0.5285211,0.6373256,0.5420456,0.46331006,1
0.46061137,0.52767193,0.638281,0.54290223,0.46345624,0
0.4604207,0.5278221,0.638306,0.5430104,0.46355188,1
0.45932525,0.52892536,0.63631934,0.5409011,0.46289593,1
0.45957655,0.52868336,0.636677,0.54125893,0.4629907,0
0.460405,0.5278181,0.6385134,0.5431804,0.46352786,1
0.460341,0.5278484,0.6386383,0.54346836,0.4637742,1
0.46034947,0.52785325,0.6385359,0.5433336,0.46371257,1
0.46050134,0.5277406,0.6384548,0.5431691,0.46360174,1
0.4603878,0.5278203,0.6385558,0.5433439,0.4637075,1
0.4594783,0.52881235,0.63623303,0.54072946,0.46278176,1
0.460067,0.52824146,0.63710606,0.541613,0.46302375,1
0.46072495,0.5275964,0.63828474,0.5426229,0.4630636,1
