Unnamed: 0,Att1,Att2,Att3,Att4,Att5,target
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,1
0.5096457,0.41262874,0.50592315,0.51411676,0.5163556,0.55917794,0
