,Model,Dataset,Missing Rate,MAE_mean,MAE_std
252,missForest,wiscosin,5,0.127,0.01
253,missForest,wiscosin,10,0.123,0.012
254,missForest,wiscosin,20,0.116,0.007
255,missForest,pima,5,0.219,0.027
256,missForest,pima,10,0.201,0.018
257,missForest,pima,20,0.195,0.01
258,missForest,indian_liver,5,0.174,0.01
259,missForest,indian_liver,10,0.177,0.021
260,missForest,indian_liver,20,0.192,0.01
261,missForest,parkinsons,5,0.168,0.018
262,missForest,parkinsons,10,0.172,0.032
263,missForest,parkinsons,20,0.182,0.034
264,missForest,mammographic_masses,5,0.075,0.013
265,missForest,mammographic_masses,10,0.069,0.009
266,missForest,mammographic_masses,20,0.062,0.012
267,missForest,thoracic_surgery,5,0.141,0.011
268,missForest,thoracic_surgery,10,0.135,0.012
269,missForest,thoracic_surgery,20,0.143,0.019
270,missForest,diabetic_retionapaty,5,0.132,0.011
271,missForest,diabetic_retionapaty,10,0.135,0.01
272,missForest,diabetic_retionapaty,20,0.108,0.017
273,missForest,german_credit,5,0.139,0.004
274,missForest,german_credit,10,0.174,0.008
275,missForest,german_credit,20,0.203,0.003
276,missForest,bc_coimbra,5,0.206,0.05
277,missForest,bc_coimbra,10,0.219,0.036
278,missForest,bc_coimbra,20,0.239,0.065
279,missForest,thyroid_recurrence,5,0.214,0.045
280,missForest,thyroid_recurrence,10,0.191,0.045
281,missForest,thyroid_recurrence,20,0.19,0.057
282,missForest,blood_transfusion,5,0.032,0.009
283,missForest,blood_transfusion,10,0.038,0.009
284,missForest,blood_transfusion,20,0.083,0.029
285,missForest,law,5,0.12,0.002
286,missForest,law,10,0.133,0.002
287,missForest,law,20,0.2,0.003
