,Model,Dataset,Missing Rate,MAE_mean,MAE_std
72,knn,wiscosin,5,0.1,0.012
73,knn,wiscosin,10,0.104,0.012
74,knn,wiscosin,20,0.112,0.009
75,knn,pima,5,0.206,0.024
76,knn,pima,10,0.183,0.021
77,knn,pima,20,0.183,0.009
78,knn,indian_liver,5,0.202,0.011
79,knn,indian_liver,10,0.21,0.014
80,knn,indian_liver,20,0.223,0.013
81,knn,parkinsons,5,0.129,0.035
82,knn,parkinsons,10,0.144,0.028
83,knn,parkinsons,20,0.172,0.036
84,knn,mammographic_masses,5,0.099,0.009
85,knn,mammographic_masses,10,0.135,0.013
86,knn,mammographic_masses,20,0.205,0.013
87,knn,thoracic_surgery,5,0.154,0.014
88,knn,thoracic_surgery,10,0.168,0.015
89,knn,thoracic_surgery,20,0.2,0.017
90,knn,diabetic_retionapaty,5,0.164,0.008
91,knn,diabetic_retionapaty,10,0.17,0.012
92,knn,diabetic_retionapaty,20,0.163,0.01
93,knn,german_credit,5,0.213,0.009
94,knn,german_credit,10,0.234,0.005
95,knn,german_credit,20,0.255,0.005
96,knn,bc_coimbra,5,0.198,0.021
97,knn,bc_coimbra,10,0.192,0.029
98,knn,bc_coimbra,20,0.206,0.041
99,knn,thyroid_recurrence,5,0.198,0.034
100,knn,thyroid_recurrence,10,0.197,0.029
101,knn,thyroid_recurrence,20,0.194,0.032
102,knn,blood_transfusion,5,0.047,0.013
103,knn,blood_transfusion,10,0.086,0.053
104,knn,blood_transfusion,20,0.158,0.056
105,knn,law,5,0.172,0.002
106,knn,law,10,0.257,0.005
107,knn,law,20,0.333,0.004
