V1,V2,V3,V4,target
0.1346548,0.104158156,0.10927595,0.3532122,2
0.13333559,0.10294258,0.10784307,0.35365582,2
0.13360636,0.10362323,0.10791469,0.35294268,2
0.13347054,0.10306787,0.10797629,0.35311985,2
0.13381277,0.10339175,0.10835421,0.35335687,2
0.13400562,0.104213126,0.10862366,0.3532719,2
0.13381088,0.10489401,0.108586244,0.35192636,2
0.13342424,0.10225095,0.10797416,0.35416877,2
0.13276671,0.1025637,0.10739343,0.35356784,2
0.1340563,0.104142524,0.10870217,0.35265237,2
0.13249122,0.10121081,0.10639729,0.35321602,2
0.13389581,0.10282883,0.10812796,0.35306922,2
0.13377096,0.10275364,0.10807059,0.3536842,2
0.13244529,0.10265609,0.10689006,0.35334828,2
0.13317128,0.10175461,0.10704716,0.3528358,2
0.1330312,0.10225263,0.107304834,0.3536274,2
0.13335547,0.103094205,0.10785595,0.35327053,2
0.13365458,0.10275255,0.10806599,0.35358158,2
0.13384396,0.10360749,0.108471096,0.35363775,2
0.13390261,0.10380914,0.10847116,0.35291836,2
0.13361986,0.103996634,0.108483635,0.35324955,2
0.1335922,0.103264205,0.10799319,0.3531754,2
0.13480115,0.10433233,0.10935301,0.35315725,2
0.13346793,0.1028044,0.10782033,0.35339034,2
0.13452668,0.10320814,0.109064095,0.35391888,2
0.1339027,0.104282916,0.10859905,0.35281956,2
0.13299295,0.10235832,0.10726587,0.35359952,2
0.13372938,0.102706656,0.10804501,0.35403994,2
0.13262337,0.10224462,0.10690447,0.3532089,2
0.13300046,0.102017224,0.107165955,0.35458726,2
0.13378933,0.10305902,0.10842282,0.3544598,2
0.1330391,0.102712914,0.107606076,0.3528991,2
0.133425,0.10316325,0.10798793,0.35280538,2
0.1334986,0.10261164,0.10775544,0.35369253,2
0.13396652,0.10289013,0.10856811,0.35390222,1
0.13384445,0.10359095,0.108269475,0.35282513,2
0.13322991,0.10228303,0.10751965,0.353522,1
0.13297164,0.10364479,0.10753029,0.35182044,1
0.13389806,0.10280759,0.10793721,0.35271373,2
0.1323631,0.10145996,0.1065641,0.3537695,1
0.133115,0.1034032,0.107520364,0.35306302,1
0.13330556,0.10262746,0.107616834,0.35264665,1
0.13383564,0.10385933,0.10841056,0.35296214,1
0.13429669,0.10367731,0.10871918,0.35304305,1
0.13362685,0.103531115,0.10822692,0.35306898,1
0.13394408,0.10363702,0.10861937,0.35325375,1
0.13290483,0.10181591,0.107228,0.35342032,1
0.13291521,0.10225773,0.10711517,0.35249174,1
0.1351109,0.10395409,0.10956021,0.353622,1
0.13455917,0.10364716,0.10905352,0.35335422,1
0.13448365,0.10472251,0.109287366,0.35291567,1
0.13398966,0.103144564,0.10844629,0.3528073,1
0.13275415,0.10197215,0.106963925,0.35371462,1
0.1347733,0.104553275,0.1095526,0.35281733,1
0.1330377,0.10317188,0.107544295,0.35285577,1
0.13388287,0.10389848,0.10854771,0.35345337,1
0.13211668,0.10318846,0.10661986,0.35151458,1
0.13360523,0.103712626,0.10809323,0.35196498,1
0.13348782,0.103344716,0.10817543,0.3528154,1
0.13414162,0.10384404,0.10872587,0.35344505,1
0.13376266,0.10386579,0.10820746,0.3529826,1
0.13504994,0.1035581,0.10957554,0.35386425,1
0.13406807,0.103976615,0.10870067,0.3536055,1
0.13356268,0.1035046,0.108096585,0.35226145,1
0.13379677,0.10404267,0.10844774,0.3518835,1
0.13269597,0.10308535,0.10707435,0.35243747,1
0.13549592,0.105384566,0.11052906,0.3533946,1
0.1332645,0.10333576,0.10768165,0.35275665,1
0.1351397,0.10322761,0.10838957,0.35354203,1
0.13312203,0.10211614,0.107400216,0.35380262,1
0.13259752,0.102146894,0.10689794,0.35422397,1
0.13279718,0.1024889,0.10735102,0.35352144,1
0.13469438,0.103290856,0.1090848,0.3541569,1
0.13270234,0.10179599,0.10656778,0.3531255,1
0.13352776,0.10334364,0.10810106,0.353444,1
0.13397874,0.10319662,0.10840513,0.3536937,1
0.13430315,0.102770574,0.108262844,0.3540785,1
0.13387048,0.10343758,0.1082345,0.35292828,1
0.1337693,0.102662675,0.108302005,0.35389188,1
0.13527204,0.10461465,0.11003896,0.35353565,1
0.13208205,0.102314584,0.106469885,0.35261738,1
0.1333472,0.10211066,0.107623845,0.35366413,1
