decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,gender,tier,fam_inc_1.0,fam_inc_2.0,fam_inc_3.0,fam_inc_4.0,fam_inc_5.0,race_Non-White,race_White,target
1.0,1.0,0.843843498165542,1.0,0.6853784418248963,0.8231114907012014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.0,0.0,0.575666641716924,1.0,0.3930852241413656,0.4996966264499135,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.5705703977314196,1.0,0.5432914610065134,0.623782329468775,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.8048044838178103,1.0,0.551410717053278,0.6198221474575347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,0.7267264551223467,1.0,0.2794156394866592,0.7764699650399962,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.527642171903085,1.0,0.5383835914596797,0.7067149310299492,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.4534533546882244,1.0,0.3504591298958507,0.5247777791877685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.4924923690359561,1.0,0.2286702891943796,0.4798957163937122,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.687687440774615,1.0,0.4052641082115127,0.5709799026522382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.4924923690359561,0.0,0.5635896011234252,0.6990257876823398,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,1.0,0.5564166740820731,1.0,0.2956541515801887,0.7647476363932151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.3948948331666267,1.0,0.2611473133814386,0.5010166871203269,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.3948948331666267,1.0,0.6265138354858519,0.7188266977385411,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.6756051137494976,0.0,0.529082762924675,0.6897853629894459,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
0.0,0.0,0.5705703977314196,0.0,0.3687274560010714,0.4798957163937122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.7267264551223467,1.0,0.6346330915326166,0.6911054236598595,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.687687440774615,0.0,0.2753560114632769,0.5155373544948746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0,1.0,0.5453117362420479,1.0,0.5331423909480574,0.6449033001953897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.687687440774615,1.0,0.551410717053278,0.6277425114800151,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
1.0,0.0,0.5626546859940806,0.0,0.4881736836779013,0.4257732289067621,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.9999995555564692,1.0,0.8091970965380585,0.7043060303639935,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,0.5315313833836878,0.0,0.3078330356503359,0.4363337142700694,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.5315313833836878,1.0,0.2794156394866592,0.4561346243262706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
0.0,0.0,0.5315313833836878,1.0,0.2855050815217328,0.4270932895771753,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,0.8828825125132738,0.0,0.5453212750182046,0.5617394779593442,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.4924923690359561,1.0,0.9025685410758532,0.9999996205365996,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,1.0,0.5315313833836878,1.0,0.2936243375684976,0.7746035389980769,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
1.0,1.0,0.9219215268610056,1.0,0.6731995577547492,0.6897853629894459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.6486484264268833,1.0,0.6224542074624695,0.671304513603658,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.6486484264268833,0.0,0.3362504318140124,0.5656996599705846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.6486484264268833,1.0,0.99999961363703,0.95379749707213,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,1.0,0.6096094120791515,0.0,0.4438305744336452,0.6449033001953897,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.3753753259927607,1.0,0.7564219322340878,0.7505081538284633,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.0,0.6486484264268833,1.0,0.4844268546674689,0.5102571118132209,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,1.0,0.5564712913456479,1.0,0.1961932650073207,0.7810884961872595,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.9999995555564692,1.0,0.6224542074624695,0.6752646956148984,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.0,0.5891043105279384,1.0,0.458207473197657,0.4323735322588291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
0.0,1.0,0.336336311645029,1.0,0.2043125210540854,0.774058652149298,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0,1.0,0.8828825125132738,1.0,0.7219150940353376,0.7980303379633463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.5315313833836878,1.0,0.3240715477438654,0.5696598419818247,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,1.0,0.4534533546882244,1.0,0.4086857064338937,0.4521744423150305,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
