Att1,Att2,Att3,Att4,Att5,target
0.5136128318452071,0.5353063692406961,0.5871866530712515,0.5059471423088426,0.5545397541602325,1
0.3350778801631581,0.35021716517451207,0.5431970156185406,0.23924511635653312,0.6841173373536241,1
0.2930568789009831,0.7608160271929265,0.4981751224883526,0.3667607542814647,0.4406817005192579,1
0.36591646008082523,0.4213444507080017,0.37231105407711557,0.38818466005514857,0.5135189184696215,1
0.9954038749558083,0.53967503550603,0.7310316773506047,0.7983796381491455,0.9999996784316736,1
0.5515972270727103,0.42912495398428013,0.6134745932709575,0.5350399628612054,0.4548034018563273,1
0.5634550732988037,0.5796338333815046,0.45884780097556077,0.5362364768783207,0.611111791664539,1
0.29566038519389337,0.6287731907774712,0.9018924151094375,0.23314484498472576,0.37933298094859713,1
0.4741428633825237,0.599944256049971,0.4569381075320156,0.28528455008711123,0.6502428399110315,1
0.5141614815184998,0.5774720232386463,0.6867226112216136,0.5812559460943973,0.6137028421302996,1
0.43645610935835133,0.515335797645955,0.4672528484781106,0.4738483446644917,0.5451121997045083,0
0.5136604138514718,0.37053077894683206,0.4537546988915165,0.6294625729764891,0.3390670041158884,1
0.40449672492089167,0.727966537211779,0.5216867583492576,0.7015561326162147,0.5824359234244474,0
0.4187189508724711,0.29739337909813796,0.47957960520667,0.183750555392794,0.7169406097356683,0
0.1684496050501744,0.8225156587037505,0.610817054045775,0.34029438498079706,0.42800300488745147,1
0.5946835815448382,0.5261889768577299,0.50932017846632,0.6322999649560097,0.28328295011363086,0
0.5899570307352477,0.6234886368784072,0.4994897665805714,0.4659140290268565,0.6128044388318523,1
0.5202160602912174,0.3453106916944674,0.5960184358271534,0.7388436045594551,0.5250305957161561,0
0.1829186590743589,0.4129832807927376,0.8039049230503517,0.4697319515591162,0.6152436522097582,1
0.49429314725394885,0.5427585306130391,0.6042047270350427,0.5102386842530344,0.5202739628134355,1
0.553781684978053,0.3614245470915547,0.6006153054172736,0.5428465317899085,0.4559083930229855,1
0.3840177418713643,0.44281702771896925,0.7212748887194806,0.6876114124151396,0.7184096094934973,0
0.4231293036833329,0.5777588060764949,0.5871248517877214,0.8021354295543475,0.6780130302405591,0
0.24354950613498766,0.5443845354838786,0.602659383004914,0.21736893876599767,0.533444309769623,0
0.2181809628234043,0.5522243251441817,0.323747668731193,0.32990632012955184,0.6668898427242892,0
0.7293678852833401,0.38287111467690904,0.5548351191089604,0.6433655535464284,0.678468791350545,1
0.47922988601663175,0.614673686063058,0.6946830485955899,0.3884560069355606,0.4756079019026904,0
0.6006696671391021,0.44316860969089034,0.5871275585528326,0.4444281697489959,0.34139587273364086,1
0.48375753425265877,0.5247643009590364,0.3473973874252533,0.6481013047750065,0.43234949815497226,1
0.5009931309090119,0.382806693941859,0.506936243243161,0.5328135585352336,0.722056511792189,0
0.37521296537846405,0.5876654449408315,0.8919232891262975,0.22346979646142698,0.7836635597090734,1
0.9999998212625898,0.5984182631922452,0.8338939369261755,0.6010329774918117,0.7135746626638028,1
0.5870431185590648,0.23576480096703725,0.5993691604882575,0.4251614465333592,0.9630017297781281,0
0.5999233846489723,0.2785570019782134,0.5184597504734848,0.4428505424397907,0.5348028422996629,0
0.9990874710084665,0.4023112731374122,0.6052621517793377,0.8700788692639836,0.6723283314227149,1
0.26770565799290397,0.5789830250306341,0.5147342290398064,0.3114987091902584,0.5787621229314387,0
0.6543477843614898,0.2905167847837476,0.6665403017968767,0.6321573468809585,0.543617198734724,1
0.3685075044756102,0.4553439628921677,0.5466197903941152,0.17856514715108585,0.5550478834795739,0
0.4106841992690558,0.4349361859305615,0.5471816603705879,0.6521296929182795,0.44668918926571227,0
0.5653415180962413,0.3242870797169429,0.46589319383620753,0.6855498549033492,0.5949692102020443,0
0.5686605328397087,0.7287247545604496,0.3378469748412562,0.8557461603264849,0.36153230462449343,0
0.47078172690725323,0.5540262647176923,0.8385657251377628,0.9999996701952512,0.6116580078669972,0
0.4203091597208659,0.3995122543461202,0.544374856472313,0.31030061493471406,0.5880871691163143,0
0.43816337196555505,0.5522591661382887,0.574744260787575,0.5449572187441035,0.7592380289516291,0
0.18119293151485874,0.8290342157453996,0.5377026357166312,0.66752399543962,0.32388414704539176,0
0.6286655762325533,0.5663848794683171,0.36165271307031066,0.5643198017172657,0.5583777396525543,1
0.3957776845547176,0.7231179272267425,0.535540976729505,0.4934197030497648,0.40324273938828126,1
0.5336580130429094,0.7123500791258854,0.5114930562408019,0.5424226189714753,0.5201921064267426,1
0.44351486118269634,0.239839229298779,0.4849748449723928,0.7415780157386214,0.5038794081615242,0
0.5888095739136929,0.38467363886093175,0.5794731630661034,0.6260164050125034,0.7369135502488819,0
0.5486878463508302,0.5312582010150274,0.5602395892992135,0.1780233942443899,0.3862040854353237,0
0.6769168621354646,0.38080478652042515,0.5493942302875962,0.7162970197165668,0.524497727369769,1
