Att1,Att2,Att3,Att4,Att5,target
0.5034905791597025,0.40007826185946377,0.4355322507866707,0.6922846391351744,0.7595306337421738,0
0.5787174052034239,0.7370903656478736,0.598106386157501,0.9219867944717938,0.544630689196733,0
0.563391900570909,0.4467674581468415,0.7446248846297083,0.6867221006426283,0.7655865868323005,0
0.45889262970946343,0.5518116423685469,0.688599641937994,0.7411331585509088,0.6058761768800158,0
0.6326495971935637,0.5803442525483982,0.6015119249124188,0.5342727189613115,0.41041290350316395,0
0.566033640777773,0.5012293947405105,0.6471174465960714,0.9898551906036165,0.4677138084674739,0
0.6847723955553213,0.34775492788797274,0.639219143854342,0.31406997225598016,0.7885827273658298,0
0.5720345432973089,0.557085419968968,0.6235942877339857,0.44272877426155255,0.8604909769507297,0
0.5887622348418311,0.4370354518409915,0.4798000369683001,0.3543695051427339,0.8509718088048933,0
0.2667255902806826,0.6326259986082172,0.3827420587993252,0.8157642822051634,0.6526873958120681,0
0.48680108806071454,0.5968884964181184,0.5873505853151142,0.7092297078423855,0.5953913186732731,0
0.8375825551751852,0.6923010403361218,0.3073112371973047,0.6695085931142684,0.6502902287281972,1
0.7391982657525809,0.47573634736225956,0.944898739544604,0.6299255299982052,0.5623981001509775,0
0.4967943550128045,0.4491327996631859,0.6020252400202264,0.8234357922020682,0.7441129972013069,0
0.3537807906068945,0.5330749578726743,0.42009969446334533,0.42817547716153825,0.5457089556019835,0
0.4977285450390305,0.6298450310527967,0.9095037659183758,0.44012786701452417,0.5011701391987124,1
0.47759188351897447,0.3953592123975267,0.5162961833499473,0.7049460830790752,0.48533720120293566,0
0.6949101541336642,0.4024611787156754,0.5209102685710515,0.46663486712529223,0.6147511672416963,0
0.6590836528120558,0.5355072908054396,0.6602711452388802,0.9640719972224472,0.46413260712340265,0
0.3909279361343234,0.4875669501396068,0.6891073938260928,0.2692200118104168,0.6294339239032427,1
0.42441099641607605,0.5223378578758372,0.4825712446839397,0.49751031315177496,0.6432418619292202,0
0.6537666228111076,0.8753915741372196,0.7967028503189589,0.4986952594590418,0.66680972389173,1
0.5787114714517279,0.6950433069330102,0.5846751795779979,0.5773147391778153,0.6480375464585444,0
0.41810289265195805,0.5030269375757935,0.5699633587169932,0.7499344327448204,0.5260552747131393,0
0.7039253032159258,0.47113348370557073,0.6301114034793195,0.5795262632009345,0.828160071210119,1
0.5313094506265111,0.5213426261193514,0.6129859553122157,0.5738090702624143,0.6466656530031254,0
0.6382417894869294,0.4487836886886649,0.5516559380212731,0.5433275637808707,0.6709251843582367,1
0.5857188046823127,0.44019411549686405,0.6465111179991465,0.5476309651199113,0.7334642503849558,0
1.000000078661014,0.57851534813221,0.6897817534482285,0.9086359374784234,0.8112935734297563,1
